logger: Circle 48 started on Raspberry Pi 400 4GB (AArch64)
logger: Revision code is c03130, compiler has been GCC 11.3.1
interruptgic: write32 [ff841100] = 40000000
interruptgic: read32 [ff84200c] = 1e
00:00:01.17 interruptgic: write32 [ff842010] = 1e
00:00:01.17 interruptgic: read32 [ff84200c] = 1e
00:00:01.18 interruptgic: write32 [ff842010] = 1e
00:00:01.18 interruptgic: read32 [ff84200c] = 1e
00:00:01.19 interruptgic: write32 [ff842010] = 1e
00:00:01.19 interruptgic: read32 [ff84200c] = 1e
00:00:01.20 interruptgic: write32 [ff842010] = 1e
00:00:01.20 interruptgic: read32 [ff84200c] = 1e
00:00:01.21 interruptgic: write32 [ff842010] = 1e
00:00:01.21 interruptgic: read32 [ff84200c] = 1e
00:00:01.22 interruptgic: write32 [ff842010] = 1e
00:00:01.22 interruptgic: read32 [ff84200c] = 1e
00:00:01.23 interruptgic: write32 [ff842010] = 1e
00:00:01.23 interruptgic: read32 [ff84200c] = 1e
00:00:01.24 interruptgic: write32 [ff842010] = 1e
00:00:01.24 interruptgic: read32 [ff84200c] = 1e
00:00:01.25 interruptgic: write32 [ff842010] = 1e
00:00:01.25 interruptgic: read32 [ff84200c] = 1e
00:00:01.26 interruptgic: write32 [ff842010] = 1e
00:00:01.26 interruptgic: read32 [ff84200c] = 1e
00:00:01.27 interruptgic: write32 [ff842010] = 1e
00:00:01.27 interruptgic: read32 [ff84200c] = 1e
00:00:01.28 interruptgic: write32 [ff842010] = 1e
00:00:01.28 interruptgic: read32 [ff84200c] = 1e
00:00:01.29 interruptgic: write32 [ff842010] = 1e
00:00:01.29 interruptgic: read32 [ff84200c] = 1e
00:00:01.30 interruptgic: write32 [ff842010] = 1e
00:00:01.30 interruptgic: read32 [ff84200c] = 1e
00:00:01.31 interruptgic: write32 [ff842010] = 1e
00:00:01.31 interruptgic: read32 [ff84200c] = 1e
00:00:01.32 interruptgic: write32 [ff842010] = 1e
00:00:01.32 interruptgic: read32 [ff84200c] = 1e
00:00:01.33 interruptgic: write32 [ff842010] = 1e
00:00:01.33 interruptgic: read32 [ff84200c] = 1e
00:00:01.34 interruptgic: write32 [ff842010] = 1e
00:00:01.34 interruptgic: read32 [ff84200c] = 1e
00:00:01.35 interruptgic: write32 [ff842010] = 1e
00:00:01.35 interruptgic: read32 [ff84200c] = 1e
00:00:01.36 interruptgic: write32 [ff842010] = 1e
00:00:01.36 interruptgic: read32 [ff84200c] = 1e
00:00:01.37 interruptgic: write32 [ff842010] = 1e
00:00:01.37 interruptgic: read32 [ff84200c] = 1e
00:00:01.38 interruptgic: write32 [ff842010] = 1e
00:00:01.38 interruptgic: read32 [ff84200c] = 1e
00:00:01.39 interruptgic: write32 [ff842010] = 1e
00:00:01.39 interruptgic: read32 [ff84200c] = 1e
00:00:01.40 interruptgic: write32 [ff842010] = 1e
00:00:01.40 interruptgic: read32 [ff84200c] = 1e
00:00:01.41 interruptgic: write32 [ff842010] = 1e
00:00:01.41 interruptgic: read32 [ff84200c] = 1e
00:00:01.42 interruptgic: write32 [ff842010] = 1e
00:00:01.42 interruptgic: read32 [ff84200c] = 1e
00:00:01.43 interruptgic: write32 [ff842010] = 1e
00:00:01.43 interruptgic: read32 [ff84200c] = 1e
00:00:01.44 interruptgic: write32 [ff842010] = 1e
00:00:01.44 interruptgic: read32 [ff84200c] = 1e
00:00:01.45 interruptgic: write32 [ff842010] = 1e
00:00:01.45 interruptgic: read32 [ff84200c] = 1e
00:00:01.46 interruptgic: write32 [ff842010] = 1e
00:00:01.46 interruptgic: read32 [ff84200c] = 1e
00:00:01.47 interruptgic: write32 [ff842010] = 1e
00:00:01.47 interruptgic: read32 [ff84200c] = 1e
00:00:01.48 interruptgic: write32 [ff842010] = 1e
00:00:01.48 interruptgic: read32 [ff84200c] = 1e
00:00:01.49 interruptgic: write32 [ff842010] = 1e
00:00:01.49 interruptgic: read32 [ff84200c] = 1e
00:00:01.50 interruptgic: write32 [ff842010] = 1e
00:00:01.50 interruptgic: read32 [ff84200c] = 1e
00:00:01.51 interruptgic: write32 [ff842010] = 1e
00:00:01.51 interruptgic: read32 [ff84200c] = 1e
00:00:01.52 interruptgic: write32 [ff842010] = 1e
00:00:01.52 interruptgic: read32 [ff84200c] = 1e
00:00:01.53 interruptgic: write32 [ff842010] = 1e
00:00:01.53 interruptgic: read32 [ff84200c] = 1e
00:00:01.54 interruptgic: write32 [ff842010] = 1e
00:00:01.54 interruptgic: read32 [ff84200c] = 1e
00:00:01.55 interruptgic: write32 [ff842010] = 1e
00:00:01.55 interruptgic: read32 [ff84200c] = 1e
00:00:01.56 interruptgic: write32 [ff842010] = 1e
00:00:01.56 interruptgic: read32 [ff84200c] = 1e
00:00:01.57 interruptgic: write32 [ff842010] = 1e
00:00:01.57 interruptgic: read32 [ff84200c] = 1e
00:00:01.58 interruptgic: write32 [ff842010] = 1e
00:00:01.58 interruptgic: read32 [ff84200c] = 1e
00:00:01.59 interruptgic: write32 [ff842010] = 1e
00:00:01.59 interruptgic: read32 [ff84200c] = 1e
00:00:01.60 interruptgic: write32 [ff842010] = 1e
00:00:01.60 interruptgic: read32 [ff84200c] = 1e
00:00:01.61 interruptgic: write32 [ff842010] = 1e
00:00:01.61 timer: SpeedFactor is 0.62
00:00:01.61 bcmpciehostbridge: read32 [fd509210] = 3
00:00:01.62 bcmpciehostbridge: write32 [fd509210] = 3
00:00:01.62 bcmpciehostbridge: read32 [fd509210] = 3
00:00:01.63 bcmpciehostbridge: read32 [fd509210] = 3
00:00:01.63 bcmpciehostbridge: write32 [fd509210] = 3
00:00:01.64 bcmpciehostbridge: read32 [fd509210] = 3
00:00:01.64 bcmpciehostbridge: read32 [fd509210] = 3
00:00:01.65 bcmpciehostbridge: write32 [fd509210] = 1
00:00:01.65 bcmpciehostbridge: read32 [fd509210] = 1
00:00:01.66 bcmpciehostbridge: read32 [fd504204] = 200000
00:00:01.66 bcmpciehostbridge: write32 [fd504204] = 200000
00:00:01.67 bcmpciehostbridge: read32 [fd504204] = 200000
00:00:01.67 bcmpciehostbridge: read32 [fd50406c] = 304
00:00:01.68 bcmpciehostbridge: read32 [fd504008] = 0
00:00:01.68 bcmpciehostbridge: write32 [fd504008] = 3000
00:00:01.69 bcmpciehostbridge: write32 [fd504034] = 11
00:00:01.69 bcmpciehostbridge: write32 [fd504038] = 4
00:00:01.70 bcmpciehostbridge: read32 [fd504008] = 3000
00:00:01.70 bcmpciehostbridge: write32 [fd504008] = 88003000
00:00:01.71 bcmpciehostbridge: read32 [fd50402c] = 0
00:00:01.71 bcmpciehostbridge: write32 [fd50402c] = 0
00:00:01.72 bcmpciehostbridge: read32 [fd50403c] = 0
00:00:01.72 bcmpciehostbridge: write32 [fd50403c] = 0
00:00:01.73 bcmpciehostbridge: write32 [fd504308] = ffffffff
00:00:01.73 bcmpciehostbridge: read32 [fd504308] = 0
00:00:01.74 bcmpciehostbridge: write32 [fd504310] = ffffffff
00:00:01.74 bcmpciehostbridge: read32 [fd504310] = 0
00:00:01.75 bcmpciehostbridge: read32 [fd5000b8] = 655c12
00:00:01.75 bcmpciehostbridge: read16 [fd5000dc] = 2
00:00:01.76 bcmpciehostbridge: write32 [fd5000b8] = 655c12
00:00:01.76 bcmpciehostbridge: write16 [fd5000dc] = 2
00:00:01.77 bcmpciehostbridge: read32 [fd509210] = 1
00:00:01.77 bcmpciehostbridge: write32 [fd509210] = 0
00:00:01.78 bcmpciehostbridge: read32 [fd509210] = 0
00:00:01.78 interruptgic: read32 [ff84200c] = 1e
00:00:01.79 interruptgic: write32 [ff842010] = 1e
00:00:01.79 interruptgic: read32 [ff84200c] = 1e
00:00:01.80 interruptgic: write32 [ff842010] = 1e
00:00:01.80 interruptgic: read32 [ff84200c] = 1e
00:00:01.81 interruptgic: write32 [ff842010] = 1e
00:00:01.81 interruptgic: read32 [ff84200c] = 1e
00:00:01.82 interruptgic: write32 [ff842010] = 1e
00:00:01.82 interruptgic: read32 [ff84200c] = 1e
00:00:01.83 interruptgic: write32 [ff842010] = 1e
00:00:01.83 interruptgic: read32 [ff84200c] = 1e
00:00:01.84 interruptgic: write32 [ff842010] = 1e
00:00:01.84 interruptgic: read32 [ff84200c] = 1e
00:00:01.85 interruptgic: write32 [ff842010] = 1e
00:00:01.85 interruptgic: read32 [ff84200c] = 1e
00:00:01.86 interruptgic: write32 [ff842010] = 1e
00:00:01.86 interruptgic: read32 [ff84200c] = 1e
00:00:01.87 interruptgic: write32 [ff842010] = 1e
00:00:01.87 interruptgic: read32 [ff84200c] = 1e
00:00:01.88 interruptgic: write32 [ff842010] = 1e
00:00:01.88 bcmpciehostbridge: read32 [fd504068] = b0
00:00:01.89 bcmpciehostbridge: read32 [fd504068] = b0
00:00:01.89 bcmpciehostbridge: read32 [fd504068] = b0
00:00:01.90 bcmpciehostbridge: write32 [fd50400c] = f8000000
00:00:01.90 bcmpciehostbridge: write32 [fd504010] = 0
00:00:01.91 bcmpciehostbridge: read32 [fd504070] = 10
00:00:01.91 bcmpciehostbridge: write32 [fd504070] = 0
00:00:01.91 bcmpciehostbridge: read32 [fd504070] = 0
00:00:01.92 bcmpciehostbridge: write32 [fd504070] = 3f00000
00:00:01.92 bcmpciehostbridge: read32 [fd504080] = 0
00:00:01.93 bcmpciehostbridge: write32 [fd504080] = 6
00:00:01.93 bcmpciehostbridge: read32 [fd504084] = 0
00:00:01.94 bcmpciehostbridge: write32 [fd504084] = 6
00:00:01.94 bcmpciehostbridge: read32 [fd50043c] = 20060400
00:00:01.95 bcmpciehostbridge: write32 [fd50043c] = 20060400
00:00:01.95 bcmpciehostbridge: read32 [fd50043c] = 20060400
00:00:01.96 bcmpciehostbridge: read16 [fd5000be] = 9012
00:00:01.96 pcie: Link up, 5.0 Gbps x1
00:00:01.97 bcmpciehostbridge: read32 [fd500188] = 0
00:00:01.97 bcmpciehostbridge: write32 [fd500188] = 0
00:00:01.98 bcmpciehostbridge: read32 [fd500188] = 0
00:00:01.98 bcmpciehostbridge: read32 [fd504204] = 200000
00:00:01.99 bcmpciehostbridge: write32 [fd504204] = 200002
00:00:01.99 bcmpciehostbridge: read32 [fd504204] = 200002
00:00:02.00 bcmpciehostbridge: read32 [fd500008] = 6040020
00:00:02.00 bcmpciehostbridge: read8 [1] = 0
00:00:02.01 bcmpciehostbridge: write8 [fd50000c] = 10
00:00:02.01 bcmpciehostbridge: write8 [fd500019] = 1
00:00:02.02 bcmpciehostbridge: write8 [fd50001a] = 1
00:00:02.02 bcmpciehostbridge: write16 [fd500020] = f800
00:00:02.03 bcmpciehostbridge: write16 [fd500022] = f800
00:00:02.03 bcmpciehostbridge: write8 [fd50003e] = 1
00:00:02.04 bcmpciehostbridge: read8 [10] = 0
00:00:02.04 bcmpciehostbridge: write8 [fd5000c8] = 10
00:00:02.04 bcmpciehostbridge: write16 [fd500004] = 146
00:00:02.05 bcmmailbox: read32 [fe00b898] = 40000000
00:00:02.05 bcmmailbox: read32 [fe00b8b8] = 40000000
00:00:02.06 bcmmailbox: write32 [fe00b8a0] = c0500008
00:00:02.06 bcmmailbox: read32 [fe00b898] = 40000000
00:00:02.07 bcmmailbox: read32 [fe00b898] = 40000000
00:00:02.07 bcmmailbox: read32 [fe00b898] = 40000000
00:00:02.08 bcmmailbox: read32 [fe00b898] = 40000000
00:00:02.08 bcmmailbox: read32 [fe00b898] = 40000000
00:00:02.09 bcmmailbox: read32 [fe00b898] = 40000000
00:00:02.09 bcmmailbox: read32 [fe00b898] = 40000000
00:00:02.10 bcmmailbox: read32 [fe00b898] = 40000000
00:00:02.10 bcmmailbox: read32 [fe00b898] = 40000000
00:00:02.11 bcmmailbox: read32 [fe00b898] = 40000000
00:00:02.11 bcmmailbox: read32 [fe00b898] = 1
00:00:02.11 bcmmailbox: read32 [fe00b880] = c0500008
00:00:02.12 bcmpciehostbridge: write32 [fd509000] = 100000
00:00:02.12 bcmpciehostbridge: read32 [fd508008] = c033001
00:00:02.13 bcmpciehostbridge: read8 [0] = 0
00:00:02.13 bcmpciehostbridge: write8 [fd50800c] = 10
00:00:02.14 bcmpciehostbridge: write32 [fd508010] = f8000004
00:00:02.14 bcmpciehostbridge: write32 [fd508014] = 0
00:00:02.15 bcmpciehostbridge: read8 [1] = 0
00:00:02.15 bcmpciehostbridge: write16 [fd508004] = 146
00:00:02.16 xhci: read16 [2] = 100
00:00:02.16 xhcimmiospace: read8 [20] = 43
00:00:02.16 xhcimmiospace: read32 [14] = 100
00:00:02.17 xhcimmiospace: read32 [18] = 200
00:00:02.17 xhcimmiospace: read32 [4] = 5000420
00:00:02.18 xhcimmiospace: read32 [8] = fc000031
00:00:02.18 xhcimmiospace: read32 [c] = e70004
00:00:02.19 xhcimmiospace: read32 [10] = 2841eb
00:00:02.19 xhci: 32 slots, 5 ports, 31 scratchpad bufs
00:00:02.19 xhcimmiospace: read32 [24] = 1
00:00:02.20 xhcimmiospace: read32 [20] = 0
00:00:02.20 xhcimmiospace: write32 [20] = 2
00:00:02.21 xhcimmiospace: read32 [20] = 2
00:00:02.21 xhcimmiospace: read32 [20] = 0
00:00:02.21 xhcimmiospace: read32 [24] = 11
00:00:02.22 xhcimmiospace: read32 [28] = 1
00:00:02.22 xhcimmiospace: read32 [58] = 0
00:00:02.23 xhcimmiospace: write32 [58] = 20
00:00:02.23 xhcimmiospace: write32 [50] = 600040
00:00:02.23 xhcimmiospace: write32 [54] = 4
00:00:02.24 xhcimmiospace: write32 [228] = 1
00:00:02.24 xhcimmiospace: write32 [230] = 6018c0
00:00:02.25 xhcimmiospace: write32 [234] = 4
00:00:02.25 xhcimmiospace: write32 [238] = 600880
00:00:02.25 xhcimmiospace: write32 [23c] = 4
00:00:02.26 xhcimmiospace: write32 [224] = 1f4
00:00:02.26 xhcimmiospace: read32 [220] = 0
00:00:02.27 xhcimmiospace: write32 [220] = 2
00:00:02.27 xhcimmiospace: write32 [38] = 602101
00:00:02.28 xhcimmiospace: write32 [3c] = 4
00:00:02.28 interruptgic: write32 [ff841114] = 8000
00:00:02.28 xhcimmiospace: read32 [20] = 0
00:00:02.29 xhcimmiospace: write32 [20] = 4
00:00:02.29 xhcimmiospace: read32 [20] = 4
00:00:02.30 xhcimmiospace: write32 [20] = 5
00:00:02.30 interruptgic: read32 [ff84200c] = af
00:00:02.30 xhci: IRQ
00:00:02.30 xhcimmiospace: read32 [24] = 18
